Type,Region,Residence _School Type,Service_Type,Year,Coverage,School_age _population,Service_level
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2014,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2014,100,234460776,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2014,34.04857,148768197.2,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2014,33.7373,59084384.61,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2014,32.57948,59258013.71,Limited service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2014,10.77138,47063312.22,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2014,12.24003,21436049.83,No service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2014,10.24962,18642771.75,No service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2014,58.15434,254093386.9,Basic service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2014,53.04951,92905990.5,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2014,68.41259,124433963.4,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2014,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2014,100,79911132,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2014,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2014,100,202468597,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2014,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2014,100,234460776,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2014,10.34412,45196481.89,Limited service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2014,42.26463,74018356.39,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2014,28.39723,51651021.14,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2014,31.50154,137639485.6,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2014,4.68586,8206374.785,No service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2014,3.19018,5802532.463,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2015,57.70217,251323034.6,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2015,56.7847,99586826.95,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2015,58.76374,105771225.5,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2015,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2015,100,80181933,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2015,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2015,100,197944203,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2015,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2015,100,237607926,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2015,31.86704,138797581.6,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2015,31.47461,55198959.42,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2015,31.16709,56098907.84,Limited service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2015,10.43079,45431523.31,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2015,11.74068,20590360.95,No service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2015,10.06917,18123913.04,No service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2015,63.82326,277983571.9,Basic service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2015,58.54119,102667282.8,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2015,68.71048,123674770.4,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2015,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2015,100,80181933,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2015,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2015,100,197944203,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2015,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2015,100,237607926,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2015,4.70816,20506492.76,Limited service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2015,36.95137,64803885.28,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2015,28.0519,50491740.2,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2015,31.46858,137062062.3,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2015,4.50745,7904985.109,No service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2015,3.23763,5827538.362,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2016,59.89885,260367579,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2016,59.14513,104039779.8,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2016,60.37621,107642640.1,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2016,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2016,100,80486314,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2016,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2016,100,193679237,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2016,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2016,100,240999503,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2016,30.0243,130509246.4,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2016,29.63835,52135615.37,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2016,29.74615,53033379.75,Limited service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2016,10.07684,43801899.18,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2016,11.21653,19730531.86,No service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2016,9.87763,17610483.42,No service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2016,64.53276,280510188.8,Basic service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2016,59.70236,105019990.4,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2016,69.01253,123040023.2,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2016,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2016,100,80486314,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2016,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2016,100,193679237,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2016,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2016,100,240999503,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2016,4.02583,17499440.6,Limited service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2016,35.97616,63284192.68,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2016,27.70476,49393844.2,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2016,31.4414,136669099.3,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2016,4.32148,7601737.205,No service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2016,3.28271,5852637.564,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2017,61.80409,269552434.1,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2017,61.38038,108337003.1,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2017,61.50971,109963117.7,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2017,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2017,100,80865493,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2017,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2017,100,190665035,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2017,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2017,100,245475073,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2017,28.14014,122730422.1,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2017,27.83376,49126866.24,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2017,28.14023,50307294.91,Limited service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2017,10.05577,43857245.59,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2017,10.78586,19037161.27,No service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2017,10.35006,18503177.55,No service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2017,65.08874,283878088.7,Basic service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2017,60.88647,107465250.5,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2017,69.56136,124357329.2,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2017,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2017,100,80865493,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2017,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2017,100,190665035,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2017,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2017,100,245475073,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2017,3.58489,15635152.96,Limited service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2017,34.96409,61711977.63,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2017,26.92387,48132760.95,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2017,31.32637,136626856,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2017,4.14944,7323806.697,No service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2017,3.51478,6283497.011,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2018,63.73141,279277347.9,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2018,63.61881,112778168.4,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2018,62.68167,112675482,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2018,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2018,100,81179916,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2018,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2018,100,187972853,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2018,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2018,100,250237042,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2018,26.46358,115966013.6,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2018,26.12444,46311251.63,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2018,26.90535,48364585.83,Limited service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2018,9.80501,42966544.03,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2018,10.25675,18182311.38,No service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2018,10.41298,18718183.9,No service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2018,65.77971,288253191.8,Basic service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2018,62.05489,110005775.2,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2018,70.34991,126459761.6,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2018,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2018,100,81179916,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2018,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2018,100,187972853,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2018,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2018,100,250237042,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2018,3.00722,13177924.18,Limited service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2018,33.95952,60200625.14,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2018,25.83454,46439719.37,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2018,31.21308,136778793.7,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2018,3.98559,7065322.539,No service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2018,3.81555,6858772.068,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2019,65.80591,288682474.5,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2019,65.86036,117354267,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2019,64.36305,115317189.8,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2019,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2019,100,81334538,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2019,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2019,100,184454181,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2019,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2019,100,254233598,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2019,24.81433,108857436.8,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2019,24.39768,43473375.24,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2019,25.61346,45890811.91,Limited service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2019,9.37976,41147880.44,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2019,9.74196,17358858.2,No service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2019,10.02348,17958742.49,No service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2019,66.64734,292373728,Basic service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2019,63.19492,112604813.5,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2019,70.96063,127137859.4,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2019,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2019,100,81334538,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2019,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2019,100,184454181,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2019,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2019,100,254233598,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2019,2.12892,9339318.399,Limited service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2019,32.97615,58759047.44,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2019,24.97887,44753823.69,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2019,31.22374,136974720.3,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2019,3.82893,6822629.265,No service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2019,4.0605,7275067.893,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2020,67.93581,298571538.3,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2020,68.10979,122016278.4,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2020,66.13064,118395521.8,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2020,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2020,100,81311438,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2020,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2020,100,181128491,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2020,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2020,100,258362195,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2020,23.11844,101603384,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2020,22.64918,40575201.84,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2020,24.27486,43459964.95,Limited service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2020,8.94576,39315768.06,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2020,9.24103,16554985.31,No service
